time,neighb_crime_intensity,city_crime_intensity
2002-01,0.0972594848208123,0.21270980111989662
2002-02,0.09569040623042813,0.21282522183913066
2002-03,0.09365303117667792,0.2120391161351829
2002-04,0.09112573514041471,0.21219033317179395
2002-05,0.0917579551906293,0.2128515605553306
2002-06,0.09265346842083065,0.2135930383268622
2002-07,0.09292841291895305,0.21441394269308484
2002-08,0.0917576852344898,0.2153677841131671
2002-09,0.09267716002530775,0.21607679567247878
2002-10,0.08943018884819622,0.2161706297853999
2002-11,0.08924205973185992,0.21527512298124557
2002-12,0.0894753167846141,0.2158403967571997
2003-01,0.09079499322812795,0.21508428067372257
2003-02,0.09226260770777149,0.21468720631888874
2003-03,0.09300549262423738,0.21536558081557694
2003-04,0.09226036544033825,0.2156170465133758
2003-05,0.09047483559986014,0.2154342985607444
2003-06,0.08835229858558896,0.21480603014037822
2003-07,0.0888494919653638,0.21357140833652083
2003-08,0.08769897614418483,0.21282385646394522
2003-09,0.08758415360131987,0.21228876627313692
2003-10,0.09023872454322267,0.2125889133917107
2003-11,0.09110120975360043,0.21295419666313983
2003-12,0.09277467099207716,0.21210525169022915
2004-01,0.08908970751237677,0.2116305421126101
2004-02,0.08756805413986228,0.2127540012026417
2004-03,0.08790925124512215,0.21334056593785825
2004-04,0.08754684285099049,0.2126198595867692
2004-05,0.08958107027115342,0.2123896479000351
2004-06,0.089900445211032,0.2122726873546445
2004-07,0.09010702934830638,0.21187829212526696
2004-08,0.0917243810934418,0.21097391789198414
2004-09,0.09261773042568955,0.2104617609364208
2004-10,0.09160130994633928,0.208898040650078
2004-11,0.09290363060654241,0.20829225458779638
2004-12,0.09252404734962039,0.2079314894086682
2005-01,0.09454620460334015,0.20742004838116188
2005-02,0.09636606430282796,0.20639472264591693
2005-03,0.0944011254741189,0.20494351076642303
2005-04,0.09423231656904624,0.20540006931604696
2005-05,0.092625470961718,0.20516462193132332
2005-06,0.09286511044073949,0.20514069056881795
2005-07,0.08900647350660564,0.20505596038486273
2005-08,0.08685860651956512,0.20490684203641427
2005-09,0.08547017343250618,0.20438613214979476
2005-10,0.08512551065999709,0.20418683406281912
2005-11,0.08188808501671424,0.20387707462147456
2005-12,0.08286141666926534,0.20341321945268143
2006-01,0.0820248171537209,0.20462454362781501
2006-02,0.08003641801212057,0.20455630913298684
2006-03,0.08070383341250328,0.204797725602765
2006-04,0.08088796859905782,0.20384877677641516
2006-05,0.07921463891691163,0.20402355752216614
2006-06,0.08081554516954058,0.2032104457823779
2006-07,0.08179441027038559,0.20317075835519452
2006-08,0.08148575092775519,0.20225896974761204
2006-09,0.08123091026433688,0.20155816079919409
2006-10,0.0804622013386359,0.20115964255547505
2006-11,0.07933199043303338,0.20121276134941005
2006-12,0.07796523403328771,0.20170597329562145
2007-01,0.07683407709839978,0.20054806075007986
2007-02,0.07726543306409148,0.19875382848393527
2007-03,0.07706068667294312,0.1987441262768262
2007-04,0.0783805239757169,0.19840129663347286
2007-05,0.07808642451792146,0.1983578247230889
2007-06,0.07833749707089467,0.19862679073298772
2007-07,0.08100008686250193,0.1979183815816017
2007-08,0.0818881118041555,0.19797034143506106
2007-09,0.08237517689892469,0.19827026876231804
2007-10,0.08341655965227804,0.1986233083511259
2007-11,0.08494379732503007,0.1986390699305519
2007-12,0.08226756411242903,0.19797302407100548
2008-01,0.08146534195106078,0.19834439130483805
2008-02,0.08117985291339633,0.19950481071574608
2008-03,0.08124795488040273,0.1987541263355866
2008-04,0.07858237136757733,0.19965458457236232
2008-05,0.08187336666192986,0.19942275398632958
2008-06,0.07997455649713886,0.1992761361175964
2008-07,0.07782363796814525,0.19956814879535925
2008-08,0.0784729251153087,0.20024746289229484
2008-09,0.0795664248604872,0.20054847754318128
2008-10,0.07901350147258838,0.20070780807795877
2008-11,0.08066742089492944,0.20039630585856655
2008-12,0.08261642640018334,0.1997076142352086
2009-01,0.08292583620714054,0.1985763609872106
2009-02,0.08406076066156962,0.19860935260753643
2009-03,0.08540116250767024,0.1985177907801162
2009-04,0.08612904951249101,0.19722223171347303
2009-05,0.08441386860107136,0.19607743123791108
2009-06,0.08535768453215742,0.1948250684960206
2009-07,0.08603456099587518,0.19350429470022845
2009-08,0.08438900884294596,0.19201167415638437
2009-09,0.08301702146241079,0.1902549974834833
2009-10,0.08297054126842222,0.1877563386928512
2009-11,0.08074922913022259,0.18677297939171347
2009-12,0.07922633607754842,0.18650142406434422
2010-01,0.07983789611276579,0.18617496051887028
2010-02,0.07843146925241823,0.18437653431097742
2010-03,0.07709018720751781,0.18373752444450617
2010-04,0.07536897388541697,0.1832884077074584
2010-05,0.07464489599488659,0.18245101923476298
2010-06,0.07184031041845737,0.18175118299043821
2010-07,0.06970471649850665,0.17999422502247622
2010-08,0.0686924678999476,0.17913008140373132
2010-09,0.06839384301774407,0.17786404945219927
2010-10,0.06900143117862462,0.17757305090127543
2010-11,0.06644018758335273,0.17653606182052334
2010-12,0.06535838842560403,0.17486121024041407
2011-01,0.06387500894420355,0.1740324796365965
2011-02,0.06446576082183508,0.17306245009980964
2011-03,0.06302329722845547,0.17143508164677043
2011-04,0.06372412608305218,0.17014452989923184
2011-05,0.06326072446052364,0.16990386038744446
2011-06,0.06354533961100282,0.1697668616092989
2011-07,0.0633781879582547,0.16985525490871878
2011-08,0.06336020860854413,0.16905389544586427
2011-09,0.06308709637803332,0.16876304125400987
2011-10,0.06073695269453318,0.1681459581073563
2011-11,0.06231593559436863,0.1676528580522728
2011-12,0.06552867880291759,0.16850331494398155
