time,crime_type,total_crime_pct
2017-08,Property,0.3764555382511514
2002-01,Society,0.4840268804949416
2002-02,Society,0.4843895182431608
2002-03,Society,0.484068507421041
2002-04,Society,0.4852898969828967
2002-05,Society,0.48638279222542236
2002-06,Society,0.48632973682667235
2002-07,Society,0.48801525794681866
2002-08,Society,0.48764555318254366
2002-09,Society,0.48859977765304285
2002-10,Society,0.48938018996899746
2002-11,Society,0.49051354939714076
2002-12,Society,0.48798399406376003
2003-01,Society,0.4879246306071223
2003-02,Society,0.48617317367062807
2003-03,Society,0.4846031352638497
2003-04,Society,0.4838300045006816
2003-05,Society,0.4832956613321405
2003-06,Society,0.48257455159936613
2003-07,Society,0.48233369465602827
2003-08,Society,0.4887407291998007
2003-09,Society,0.4952502740728152
2003-10,Society,0.5077566741626189
2003-11,Society,0.5107492714171681
2003-12,Society,0.511215579115289
2004-01,Society,0.5133757423575462
2004-02,Society,0.5162814081400822
2004-03,Society,0.5166477331693275
2004-04,Society,0.5214506531118541
2004-05,Society,0.5228530899562408
2004-06,Society,0.5244942342217183
2004-07,Society,0.5275284460271468
2004-08,Society,0.5271643615406189
2004-09,Society,0.5293314965521438
2004-10,Society,0.5202420621773152
2004-11,Society,0.5176873475246058
2004-12,Society,0.518594309355854
2005-01,Society,0.519312426596295
2005-02,Society,0.5180075124980336
2005-03,Society,0.5190540225620598
2005-04,Society,0.5150721853936691
2005-05,Society,0.5156843926979755
2005-06,Society,0.5162613685200568
2005-07,Society,0.5163296675790936
2005-08,Society,0.5135349231461855
2005-09,Society,0.5097696703374668
2005-10,Society,0.508790625048583
2005-11,Society,0.5100031377056816
2005-12,Society,0.5122343198058841
2006-01,Society,0.511204947944
2006-02,Society,0.5125200533614586
2006-03,Society,0.5132537800950436
2006-04,Society,0.5166925701091003
2006-05,Society,0.5163937871676344
2006-06,Society,0.5177214086852948
2006-07,Society,0.5174598147999363
2006-08,Society,0.52133706966679
2006-09,Society,0.5228227525425233
2006-10,Society,0.5261989680938812
2006-11,Society,0.529209726836243
2006-12,Society,0.5256761945746773
2007-01,Society,0.5267751255973397
2007-02,Society,0.5291879203958648
2007-03,Society,0.5301373366506064
2007-04,Society,0.529465090035915
2007-05,Society,0.5291779078882634
2007-06,Society,0.5283782939566755
2007-07,Society,0.5297821354140179
2007-08,Society,0.5297866221996093
2007-09,Society,0.5291798110172645
2007-10,Society,0.5279136356978382
2007-11,Society,0.5258906626248702
2007-12,Society,0.527610748238854
2008-01,Society,0.5264685026904005
2008-02,Society,0.5237901089641244
2008-03,Society,0.520623113543814
2008-04,Society,0.5178923837067759
2008-05,Society,0.5170371123501829
2008-06,Society,0.5156815290487822
2008-07,Society,0.5134741466583377
2008-08,Society,0.5103739982304818
2008-09,Society,0.509252748833291
2008-10,Society,0.5101365799356112
2008-11,Society,0.5099471771260109
2008-12,Society,0.5088462325704208
2009-01,Society,0.5082604126393795
2009-02,Society,0.5079721814334415
2009-03,Society,0.508397964840648
2009-04,Society,0.5088608323938656
2009-05,Society,0.5098688330955956
2009-06,Society,0.5096246773247752
2009-07,Society,0.5091258956625466
2009-08,Society,0.5083550665875001
2009-09,Society,0.5077297834167567
2009-10,Society,0.5070790605708637
2009-11,Society,0.5068968923155293
2009-12,Society,0.5058302696314106
2010-01,Society,0.502671093864276
2010-02,Society,0.5035091804009697
2010-03,Society,0.5022417174015499
2010-04,Society,0.5040052831790606
2010-05,Society,0.5037613511123187
2010-06,Society,0.5022815307669258
2010-07,Society,0.5033849677523778
2010-08,Society,0.4999258566654343
2010-09,Society,0.4991884590803588
2010-10,Society,0.49825299045463534
2010-11,Society,0.49677781289423595
2010-12,Society,0.4987548681558537
2011-01,Society,0.5016747545285754
2011-02,Society,0.501202377899957
2011-03,Society,0.5009204248915885
2011-04,Society,0.49958853681561965
2011-05,Society,0.4987019406727491
2011-06,Society,0.5009672526356214
2011-07,Society,0.5027816285872286
2011-08,Society,0.5082154839546251
2011-09,Society,0.5095281069508282
2011-10,Society,0.5103497008192479
2011-11,Society,0.5140296852390506
2011-12,Society,0.5147168918044727
2012-01,Society,0.516659800681441
2012-02,Society,0.5194043487667912
2012-03,Society,0.524719975855815
2012-04,Society,0.5282717573405331
2012-05,Society,0.5339428097204715
2012-06,Society,0.5353139421858383
2012-07,Society,0.5366257490095796
2012-08,Society,0.5370875769977037
2012-09,Society,0.5390306111796935
2012-10,Society,0.5418166290814728
2012-11,Society,0.5417988570428163
2012-12,Society,0.5428238504919021
2013-01,Society,0.5450720584257176
2013-02,Society,0.5451367074132725
2013-03,Society,0.5463263270738542
2013-04,Society,0.5499426268471769
2013-05,Society,0.5529442536171386
2013-06,Society,0.55466836731716
2013-07,Society,0.5555014263800222
2013-08,Society,0.559095374163312
2013-09,Society,0.5625376284115089
2013-10,Society,0.56474986977417
2013-11,Society,0.5681798528876792
2013-12,Society,0.5690482861542756
2014-01,Society,0.5700598214538126
2014-02,Society,0.5719756504198117
2014-03,Society,0.5726829359166254
2014-04,Society,0.5727759982421228
2014-05,Society,0.5738361949988313
2014-06,Society,0.574042501261094
2014-07,Society,0.5752382788376464
2014-08,Society,0.5747705531637478
2014-09,Society,0.5731652910726424
2014-10,Society,0.5726895434447457
2014-11,Society,0.5728697144210466
2014-12,Society,0.57381578105575
2015-01,Society,0.5726988785506462
2015-02,Society,0.5711784909351201
2015-03,Society,0.5708631294507556
2015-04,Society,0.571538271679439
2015-05,Society,0.5707835208671135
2015-06,Society,0.5705647173044626
2015-07,Society,0.569375001116014
2015-08,Society,0.5685806271567648
2015-09,Society,0.567504206857594
2015-10,Society,0.5667457616354777
2015-11,Society,0.5649244067112784
2015-12,Society,0.5609901017154135
2016-01,Society,0.5596743495260353
2016-02,Society,0.5585647571712973
2016-03,Society,0.5571479517840534
2016-04,Society,0.5562051303961919
2016-05,Society,0.554886559793756
2016-06,Society,0.5527233159036907
2016-07,Society,0.5499819027471151
2016-08,Society,0.548191738141458
2016-09,Society,0.5511604410559561
2016-10,Society,0.5476052275620579
2016-11,Society,0.5478581154341112
2016-12,Society,0.550992276036009
2017-01,Society,0.5542124082755502
2017-02,Society,0.5574145088071047
2017-03,Society,0.5594958754198398
2017-04,Society,0.5611161172976502
2017-05,Society,0.5626352358166166
2017-06,Society,0.5647641143836915
2017-07,Society,0.5676449646449406
2017-08,Society,0.5698634847819573
2002-01,Violent,0.43247810069112513
2002-02,Violent,0.4322629736910685
2002-03,Violent,0.4310553829726571
2002-04,Violent,0.43129018658253426
2002-05,Violent,0.43252635367445846
2002-06,Violent,0.43257625296779123
2002-07,Violent,0.43443525106170366
2002-08,Violent,0.43578402687731
2002-09,Violent,0.43630102363965406
2002-10,Violent,0.43333382677641996
2002-11,Violent,0.43464620327137793
2002-12,Violent,0.43588331584642637
2003-01,Violent,0.43538302800865636
2003-02,Violent,0.43680216678024764
2003-03,Violent,0.4394018048268292
2003-04,Violent,0.4406949707847573
2003-05,Violent,0.44087882946784984
2003-06,Violent,0.4429116001593706
2003-07,Violent,0.44292371712944156
2003-08,Violent,0.44426428176608657
2003-09,Violent,0.44679034035367315
2003-10,Violent,0.4496824716538026
2003-11,Violent,0.44972691042622537
2003-12,Violent,0.4503699591652788
2004-01,Violent,0.45167421393920504
2004-02,Violent,0.45116233154660224
2004-03,Violent,0.45243071568729976
2004-04,Violent,0.4531445569546829
2004-05,Violent,0.45157488282412517
2004-06,Violent,0.4530638563050826
2004-07,Violent,0.45503196051109396
2004-08,Violent,0.453975941912804
2004-09,Violent,0.4536724448671813
2004-10,Violent,0.4542538406332014
2004-11,Violent,0.45614798392731437
2004-12,Violent,0.45755288115271564
2005-01,Violent,0.4555822892870067
2005-02,Violent,0.4564523721551278
2005-03,Violent,0.4579420912263359
2005-04,Violent,0.4590628577130049
2005-05,Violent,0.45982923720398305
2005-06,Violent,0.4593175667073175
2005-07,Violent,0.45716233268095374
2005-08,Violent,0.459851659512055
2005-09,Violent,0.45980156103245085
2005-10,Violent,0.4597522633990154
2005-11,Violent,0.4600843141985357
2005-12,Violent,0.4584880679300162
2006-01,Violent,0.45977733966276546
2006-02,Violent,0.4612145988103198
2006-03,Violent,0.45915309114268443
2006-04,Violent,0.4585099010132889
2006-05,Violent,0.4596869549154109
2006-06,Violent,0.461323726740831
2006-07,Violent,0.46475822917205045
2006-08,Violent,0.4647304815373635
2006-09,Violent,0.4646827004810501
2006-10,Violent,0.4652227753255972
2006-11,Violent,0.46460151035795905
2006-12,Violent,0.46601678924456025
2007-01,Violent,0.46688728827050807
2007-02,Violent,0.4694127252595436
2007-03,Violent,0.4719574316283398
2007-04,Violent,0.47250569144446564
2007-05,Violent,0.47388337805159064
2007-06,Violent,0.47465421548782427
2007-07,Violent,0.474982787091636
2007-08,Violent,0.47660561778859734
2007-09,Violent,0.47886756602043345
2007-10,Violent,0.4812580455741349
2007-11,Violent,0.4832717772727032
2007-12,Violent,0.48451332064335295
2008-01,Violent,0.4844011422249247
2008-02,Violent,0.4833267584709403
2008-03,Violent,0.4834331116805898
2008-04,Violent,0.4847205143288442
2008-05,Violent,0.48517622235121927
2008-06,Violent,0.4846467871624911
2008-07,Violent,0.4859885229386671
2008-08,Violent,0.48516129598663194
2008-09,Violent,0.48513994585325815
2008-10,Violent,0.4823488832087902
2008-11,Violent,0.4811249264428512
2008-12,Violent,0.47813953223204386
2009-01,Violent,0.4761032905880599
2009-02,Violent,0.47543819294156864
2009-03,Violent,0.4740032180364173
2009-04,Violent,0.4740726075497347
2009-05,Violent,0.4737407264587048
2009-06,Violent,0.47303834311100823
2009-07,Violent,0.4699132507415197
2009-08,Violent,0.4694776129275243
2009-09,Violent,0.46827559096139026
2009-10,Violent,0.469221902995165
2009-11,Violent,0.46994551102010196
2009-12,Violent,0.4712635833644343
2010-01,Violent,0.4712574008141571
2010-02,Violent,0.47104752615196743
2010-03,Violent,0.47141583262596287
2010-04,Violent,0.46999676510141053
2010-05,Violent,0.46787268294552664
2010-06,Violent,0.46972787689610573
2010-07,Violent,0.47244502623425266
2010-08,Violent,0.4716687477176549
2010-09,Violent,0.47154217104054064
2010-10,Violent,0.47100910364167625
2010-11,Violent,0.46874049063189616
2010-12,Violent,0.46811580749777837
2011-01,Violent,0.4699272959084645
2011-02,Violent,0.4700225196088017
2011-03,Violent,0.4690340353074137
2011-04,Violent,0.4691335611486378
2011-05,Violent,0.47187826712425707
2011-06,Violent,0.4693141476648386
2011-07,Violent,0.4710071083539622
2011-08,Violent,0.47030669720832485
2011-09,Violent,0.47048241760355514
2011-10,Violent,0.47186848519127633
2011-11,Violent,0.47333471621613765
2011-12,Violent,0.4737795207033655
2012-01,Violent,0.47193513003487886
2012-02,Violent,0.4721572374342875
2012-03,Violent,0.47249101715708375
2012-04,Violent,0.4730717257914321
2012-05,Violent,0.4694979472576578
2012-06,Violent,0.46875834192538823
2012-07,Violent,0.4674733645281678
2012-08,Violent,0.4685892130823073
2012-09,Violent,0.47002390299201724
2012-10,Violent,0.4715825915876758
2012-11,Violent,0.46808004354987476
2012-12,Violent,0.46598547762063636
2013-01,Violent,0.4689158103937664
2013-02,Violent,0.4685029780247697
2013-03,Violent,0.4665394763225852
2013-04,Violent,0.46703114604029683
2013-05,Violent,0.47125735693452653
2013-06,Violent,0.47345246276985586
2013-07,Violent,0.47503543308176477
2013-08,Violent,0.4764212469369854
2013-09,Violent,0.4785081205311549
2013-10,Violent,0.4803280097667597
2013-11,Violent,0.48361524009969425
2013-12,Violent,0.48538242620156147
2014-01,Violent,0.48510946382734565
2014-02,Violent,0.48487775359175767
2014-03,Violent,0.48625087006564693
2014-04,Violent,0.4856075439122335
2014-05,Violent,0.4828608078231782
2014-06,Violent,0.4841730739023372
2014-07,Violent,0.48219452724477585
2014-08,Violent,0.48040730120919295
2014-09,Violent,0.47903547182758943
2014-10,Violent,0.47655081011352085
2014-11,Violent,0.47254846089466773
2014-12,Violent,0.47168497988437885
2015-01,Violent,0.47213827248741513
2015-02,Violent,0.47048364945888876
2015-03,Violent,0.46883732286809376
2015-04,Violent,0.4679256349840133
2015-05,Violent,0.46910276602477574
2015-06,Violent,0.46648388556329434
2015-07,Violent,0.46538442439498473
2015-08,Violent,0.4656991881401672
2015-09,Violent,0.4646825729420968
2015-10,Violent,0.46484632332836306
2015-11,Violent,0.46521917677382185
2015-12,Violent,0.4662402850706169
2016-01,Violent,0.4667333082375804
2016-02,Violent,0.4665186239114951
2016-03,Violent,0.4654331919602611
2016-04,Violent,0.4660875366441657
2016-05,Violent,0.4668421114674822
2016-06,Violent,0.4704289959555523
2016-07,Violent,0.4724875823703645
2016-08,Violent,0.47426251474213776
2016-09,Violent,0.4755091211300757
2016-10,Violent,0.47367375962106406
2016-11,Violent,0.47750742323565165
2016-12,Violent,0.4798953750409126
2017-01,Violent,0.479262861743066
2017-02,Violent,0.4802657029822096
2017-03,Violent,0.48157976843676764
2017-04,Violent,0.48248786761880635
2017-05,Violent,0.4824783305218867
2017-06,Violent,0.48331663324090224
2017-07,Violent,0.48228612082401834
2017-08,Violent,0.47740930254081493
2002-01,Total,0.37594056831135014
2002-02,Total,0.37579612967425147
2002-03,Total,0.3750481560107828
2002-04,Total,0.37494127711334213
2002-05,Total,0.3749037581456953
2002-06,Total,0.37502445054570877
2002-07,Total,0.37645730329386107
2002-08,Total,0.37593116340657695
2002-09,Total,0.3764645626429146
2002-10,Total,0.3764977082330514
2002-11,Total,0.3772903727033031
2002-12,Total,0.376292555118395
2003-01,Total,0.3766517448036272
2003-02,Total,0.3770554190579465
2003-03,Total,0.3777490387980279
2003-04,Total,0.3782477832211084
2003-05,Total,0.37871763428392213
2003-06,Total,0.379450703559315
2003-07,Total,0.37917489494357937
2003-08,Total,0.3812818423371511
2003-09,Total,0.3836525766728266
2003-10,Total,0.38712414862283295
2003-11,Total,0.3878850513517992
2003-12,Total,0.38871927310422616
2004-01,Total,0.3895297830518434
2004-02,Total,0.3903534191666519
2004-03,Total,0.3921073346455112
2004-04,Total,0.3945506558919152
2004-05,Total,0.39524480757602887
2004-06,Total,0.3960205709366569
2004-07,Total,0.39626446773746005
2004-08,Total,0.3962867772751488
2004-09,Total,0.397281535770204
2004-10,Total,0.39585689844765937
2004-11,Total,0.3964445116597829
2004-12,Total,0.39748875397746275
2005-01,Total,0.39788965796425846
2005-02,Total,0.3991569779928573
2005-03,Total,0.39935123994078714
2005-04,Total,0.3985967175285968
2005-05,Total,0.3986574375358449
2005-06,Total,0.4000844590451359
2005-07,Total,0.4015122582539279
2005-08,Total,0.40221976685146776
2005-09,Total,0.40137384512930485
2005-10,Total,0.4012563012675985
2005-11,Total,0.4018065611215528
2005-12,Total,0.401590833764659
2006-01,Total,0.40225852782364757
2006-02,Total,0.40205475258513523
2006-03,Total,0.4012648608108659
2006-04,Total,0.4019350191447275
2006-05,Total,0.40335709882942095
2006-06,Total,0.4044503716170397
2006-07,Total,0.405688822525076
2006-08,Total,0.4080071091087528
2006-09,Total,0.4104092844435262
2006-10,Total,0.41217851545874595
2006-11,Total,0.413443427883298
2006-12,Total,0.41462560958526073
2007-01,Total,0.41648380100647053
2007-02,Total,0.4191942123462371
2007-03,Total,0.4218011182261302
2007-04,Total,0.42345439806631346
2007-05,Total,0.42414950000244667
2007-06,Total,0.4246381701508497
2007-07,Total,0.4255165693804721
2007-08,Total,0.4261766525481977
2007-09,Total,0.42838708629801014
2007-10,Total,0.4305824130826784
2007-11,Total,0.4316605622692393
2007-12,Total,0.43338262265862926
2008-01,Total,0.4337669609924454
2008-02,Total,0.4334470608923481
2008-03,Total,0.43289913556511317
2008-04,Total,0.43265826837234855
2008-05,Total,0.43324514560732175
2008-06,Total,0.43357291011345656
2008-07,Total,0.43414347125706043
2008-08,Total,0.4333754778818699
2008-09,Total,0.43258858622563534
2008-10,Total,0.430956333941682
2008-11,Total,0.4298838422983944
2008-12,Total,0.42688675224456574
2009-01,Total,0.42562314881120134
2009-02,Total,0.4243888688441101
2009-03,Total,0.42393208230729773
2009-04,Total,0.4236891560926028
2009-05,Total,0.42323192593584447
2009-06,Total,0.42263836091400253
2009-07,Total,0.42159437949974254
2009-08,Total,0.420741074193287
2009-09,Total,0.42028904179279236
2009-10,Total,0.42059847264662775
2009-11,Total,0.42145607863631784
2009-12,Total,0.42234160695244083
2010-01,Total,0.4219863768779941
2010-02,Total,0.42193687239712785
2010-03,Total,0.42116270063941574
2010-04,Total,0.42090963028041417
2010-05,Total,0.4195325591508755
2010-06,Total,0.41847354539449155
2010-07,Total,0.4186564791204965
2010-08,Total,0.4179162238634987
2010-09,Total,0.416788384323847
2010-10,Total,0.4155756034236613
2010-11,Total,0.41469264029219244
2010-12,Total,0.4148289659179478
2011-01,Total,0.41538775852461496
2011-02,Total,0.41472965807627016
2011-03,Total,0.4139224431559215
2011-04,Total,0.41434570322771047
2011-05,Total,0.4153238194591694
2011-06,Total,0.41608024171933955
2011-07,Total,0.415776256313681
2011-08,Total,0.41617591434819445
2011-09,Total,0.4170097335402747
2011-10,Total,0.4179571909436418
2011-11,Total,0.41955671891886837
2011-12,Total,0.42163417684819204
2012-01,Total,0.4216078857995499
2012-02,Total,0.4234502682891229
2012-03,Total,0.42581012892078896
2012-04,Total,0.4260846244543145
2012-05,Total,0.4261119093575093
2012-06,Total,0.4259323029130966
2012-07,Total,0.4260923679992775
2012-08,Total,0.42683656657075153
2012-09,Total,0.4264729217791402
2012-10,Total,0.4272228987043861
2012-11,Total,0.4254485518995479
2012-12,Total,0.4248112542120992
2013-01,Total,0.4256009580070145
2013-02,Total,0.42496678294942414
2013-03,Total,0.4242288156152577
2013-04,Total,0.4240714189067949
2013-05,Total,0.42575021542260305
2013-06,Total,0.4265666353045632
2013-07,Total,0.42830919945562895
2013-08,Total,0.42911715535881767
2013-09,Total,0.42997507964211434
2013-10,Total,0.4311687005454372
2013-11,Total,0.4324336139833773
2013-12,Total,0.432742377772385
2014-01,Total,0.4325040521133352
2014-02,Total,0.43297903851644237
2014-03,Total,0.4333757012537084
2014-04,Total,0.4334815839327839
2014-05,Total,0.4323551428706859
2014-06,Total,0.4325544198548178
2014-07,Total,0.4316466843015838
2014-08,Total,0.4311521485175648
2014-09,Total,0.43062890417823296
2014-10,Total,0.43043917848495616
2014-11,Total,0.4293618160677283
2014-12,Total,0.4312001775184787
2015-01,Total,0.43267043935946226
2015-02,Total,0.43226166146245126
2015-03,Total,0.43260785610520747
2015-04,Total,0.43334449749542125
2015-05,Total,0.4336547867288446
2015-06,Total,0.4335730295143293
2015-07,Total,0.4348146034760597
2015-08,Total,0.43491428339168836
2015-09,Total,0.433978420594056
2015-10,Total,0.4333577620220772
2015-11,Total,0.4335066991125741
2015-12,Total,0.4307321960460697
2016-01,Total,0.429005245529661
2016-02,Total,0.4285885357791509
2016-03,Total,0.4279571015102881
2016-04,Total,0.4265922279669183
2016-05,Total,0.42699075714881096
2016-06,Total,0.42772303086867536
2016-07,Total,0.4264164934997542
2016-08,Total,0.425310484727193
2016-09,Total,0.42446148258762517
2016-10,Total,0.422799259760266
2016-11,Total,0.4233467088243136
2016-12,Total,0.42416404226271753
2017-01,Total,0.42350422956425493
2017-02,Total,0.4234190697672996
2017-03,Total,0.42309876575381167
2017-04,Total,0.4241830743867211
2017-05,Total,0.42357774285855865
2017-06,Total,0.42446277348509065
2017-07,Total,0.42434681127684526
2017-08,Total,0.4238052428205802
