time,Property,Society,Violent
2010-04,0.09833041419622537,0.020627502956155078,0.03764365629983764
2010-05,0.09783971624352006,0.02051914264841684,0.03756783645515854
2010-06,0.09754043217471846,0.02043451186467684,0.03743084721963202
2010-07,0.09633433402057005,0.020311173687768972,0.03712896551772109
2010-08,0.0958208127647413,0.020171082659327665,0.03702806917781865
2010-09,0.095356382426445,0.020097696804305797,0.036637974093190404
2010-10,0.09530604545958402,0.020054947598398692,0.036692691073042516
2010-11,0.09492025766794673,0.01987656732006412,0.03643152668310179
2010-12,0.09414064288698326,0.019687625268631607,0.036003730928714554
2011-01,0.09376570751329058,0.019508540531859627,0.03591154420684086
2011-02,0.09369149979478614,0.01914718857527595,0.03558339151924903
2011-03,0.09339872700234526,0.01890352103280532,0.034962799438525066
2011-04,0.09311446742607896,0.01870529874923187,0.03438702149169051
2011-05,0.09352994488943134,0.018490547165367154,0.03418849560314419
2011-06,0.09358769531494152,0.01849930965228408,0.03410782384959114
2011-07,0.093647186991909,0.018437870541090536,0.034315231086144746
2011-08,0.09346484804784977,0.018388042504599557,0.03387446942131085
2011-09,0.09348138652758653,0.01822687398405925,0.033782518860491495
2011-10,0.09314782640298024,0.01807268217663779,0.0338142249438907
2011-11,0.09293566597961667,0.018052490933483115,0.033703879761605826
2011-12,0.093172129831849,0.018204100058649784,0.034021278278301176
2012-01,0.09270111920995877,0.018156803192038818,0.03371719724225472
2012-02,0.09274247040901575,0.01840475475523111,0.03365472660700438
2012-03,0.09233013816946628,0.018434665730338053,0.03379547006263253
2012-04,0.09186471872497472,0.018262483178207813,0.03364841942265402
2012-05,0.09117729084898767,0.018206204001834283,0.03348499971438585
2012-06,0.09101606681845119,0.018082786362763274,0.03338043138287974
2012-07,0.09088438014862277,0.018074140317347064,0.03325968691592942
2012-08,0.0902588826302985,0.017918126559808494,0.033407384168528106
2012-09,0.08947191178455802,0.01782725926876995,0.033238303794059294
2012-10,0.08863376008141605,0.01767834931265764,0.03287867441420892
2012-11,0.08826408124733773,0.017557100058799027,0.03289039671609893
2012-12,0.08771839067109737,0.017418757523132274,0.03256831076662213
2013-01,0.08769147087129482,0.01739293641123814,0.032550559406218385
2013-02,0.08754689580817532,0.017219739701441333,0.03231606167999278
2013-03,0.08670068546978829,0.017042530753770678,0.03160392087327823
2013-04,0.0856967870343154,0.01709183342295331,0.03139425866284143
2013-05,0.08429519403704107,0.017148054304820522,0.031002260649440685
2013-06,0.08255974222145011,0.01701785253705744,0.030685277052670514
2013-07,0.08138082387206116,0.016892931336774896,0.030266739215926874
2013-08,0.08035419028323156,0.016944319335110213,0.03002746665256849
2013-09,0.07951892087244082,0.016857053319223044,0.029955049592467455
2013-10,0.07808958695187489,0.016780746284540262,0.029814103745707796
2013-11,0.07662178053788954,0.0167643894004306,0.029418228426364115
2013-12,0.07574031356094617,0.016630081321266827,0.02927636077261781
2014-01,0.0740833341311298,0.01626315033471716,0.028630029610201085
2014-02,0.07293209293384455,0.015977416317691208,0.028555749285480544
2014-03,0.07215211877136321,0.01573270348517147,0.02854776193216005
2014-04,0.07144127775281137,0.015679282560132034,0.02867930950890587
2014-05,0.07060064818105341,0.015609836830987977,0.028652730638651102
2014-06,0.07007171862203204,0.015603616002216877,0.028545820769085795
2014-07,0.0690878560742699,0.015582567420777791,0.02836712172594346
2014-08,0.06795009885640614,0.015379078661057494,0.02835452821830113
2014-09,0.06693495556766246,0.015287056204989843,0.028506237433958526
2014-10,0.06655871421474696,0.015270899809516915,0.028590261842673062
2014-11,0.06571710224462274,0.015121440562307652,0.02873118435369565
2014-12,0.06508406014437099,0.01503680714632167,0.028852281368467944
2015-01,0.06510970789069234,0.015160741012557863,0.029342877252269084
2015-02,0.0645394886974293,0.015107648699308293,0.029277617719048576
2015-03,0.06427646115640706,0.015190175489952565,0.029497642436209948
2015-04,0.06402992640487565,0.014994410716793857,0.029394968643492312
2015-05,0.06372242685781314,0.01475481993329549,0.029546668449366
2015-06,0.0632341991477868,0.01452465560518286,0.029776933613392967
2015-07,0.06281432176860682,0.014328867136926755,0.03002146990290929
2015-08,0.06288828725479063,0.014278766903463668,0.030109513081515688
2015-09,0.06303114677623238,0.01425491520352182,0.030237556994591387
2015-10,0.06303073400071946,0.014195788108322106,0.03008409449749256
2015-11,0.06323403147922506,0.014150951865889353,0.030115337878602686
2015-12,0.06367172104155479,0.014008935720452875,0.030177655431385
2016-01,0.06455433871464303,0.013683406450143728,0.030550248528893674
2016-02,0.06569032121926868,0.013606463898628466,0.03116961330992417
2016-03,0.06644546740880092,0.013385958906968741,0.031516422732537984
2016-04,0.06670840793327946,0.013248048917911308,0.031568847808054384
2016-05,0.06735118085684817,0.01311971018498544,0.031980440237135734
2016-06,0.06783794286391458,0.013038914633420546,0.032534816436406024
2016-07,0.06880215789107608,0.012810561426270503,0.032950655345602445
2016-08,0.07000923684291695,0.012469798889491459,0.03362296407301216
2016-09,0.0707119103660804,0.012219297766620323,0.03382245230377835
2016-10,0.07145276487848788,0.011901385863404303,0.03463610310180374
2016-11,0.0727143854215219,0.011681718739158624,0.03518236355982041
2016-12,0.07297944400411002,0.011614809403007577,0.03532954386200929
2017-01,0.07342726109630501,0.011731631900600574,0.03543510654041984
2017-02,0.0740140315176545,0.011801575042588908,0.035474661004762376
2017-03,0.07388080610382329,0.011713695253884947,0.035225986925213074
2017-04,0.07421840983938702,0.011753946487195105,0.035678968436047793
2017-05,0.07413218861027897,0.011768315431459501,0.03551537465385274
2017-06,0.07437289103475189,0.011687065765820622,0.03548412953461506
2017-07,0.07395115964580314,0.011760230099813185,0.03554946083147274
2017-08,0.07259783621636266,0.011707675169304736,0.03472260675273453
