time,chicago_crime,crime_bot_avg,crime_bot_pct,crime_top_avg,crime_top_pct
2002-01,0.11639018967404485,0.05580021672566206,0.09588474231708477,0.19833735724636156,0.34081456143651434
2002-02,0.11631101108993618,0.05588527876640281,0.0960962822740663,0.19812145520482458,0.34067532101776576
2002-03,0.1159227823064359,0.05570210575577522,0.0961020856254633,0.19737056532142752,0.3405207525121138
2002-04,0.11595065070063465,0.05586021941752098,0.09635171356087135,0.19706089219218528,0.3399047629339551
2002-05,0.11580725195425744,0.055976427290021016,0.09667171329154944,0.1965600635921149,0.33946071644935316
2002-06,0.11592872663214657,0.05575725317614002,0.09619229814032781,0.19673024369303146,0.3393986105226122
2002-07,0.11646203539280947,0.055810634477299684,0.0958434811637261,0.1986643293115987,0.34116582050370814
2002-08,0.11716751208240812,0.055520426991778594,0.09477102654996905,0.1988472396833898,0.33942384906753575
2002-09,0.11720223140623381,0.05515461735474583,0.09411871547662742,0.19863560683049528,0.33896215873570845
2002-10,0.11668918783411655,0.05492101074141954,0.09413213299503698,0.19813205537030448,0.33958939820879686
2002-11,0.1163380400764977,0.05481565856791257,0.09423514188801652,0.19763334665579924,0.3397570502749506
2002-12,0.11651568116080271,0.05526507096615212,0.09486288955369204,0.19789974781693567,0.33969633245127795
2003-01,0.11613857026933766,0.05534954577556329,0.09531638911552265,0.19723105436050625,0.33964780848103526
2003-02,0.11584120796455097,0.05532594448999827,0.095520316927166,0.19645821520942883,0.3391853704936292
2003-03,0.11635365294319604,0.05532567972135837,0.09509917105631127,0.19755502292642296,0.33957682965548064
2003-04,0.11666237599674771,0.055292014660756485,0.09478979694755729,0.19805254812530781,0.3395311409238384
2003-05,0.11683202123519032,0.05516300176473485,0.09443130604355154,0.19841931215142572,0.33966597522436937
2003-06,0.11690217529105468,0.05527797826109399,0.09457134244673693,0.19859430086348057,0.33976151490600526
2003-07,0.11638855042096623,0.054815114511504,0.09419331079086901,0.19809689048669762,0.34040614780440204
2003-08,0.11576227369363083,0.05476337978017786,0.09461351791536365,0.19858405727342057,0.34308942099561845
2003-09,0.11532205663821193,0.054423854762352224,0.0943858553148954,0.19863074946632212,0.3444800678320644
2003-10,0.11488689332482875,0.05412388606001815,0.09422116743463405,0.19831325309359127,0.3452321624415148
2003-11,0.11460584225460567,0.05397691743394483,0.09419575193039631,0.19794227326964609,0.345431383558793
2003-12,0.11418990544347157,0.053409391316228995,0.09354485601648688,0.19819986756254573,0.3471407858563511
2004-01,0.1135655287941164,0.0530497556579791,0.093425806618051,0.19791847995273065,0.3485537945436563
2004-02,0.11374193743959886,0.053084801594323376,0.09334253097721912,0.1990746740121581,0.3500462160104738
2004-03,0.11352172949792978,0.05283055071910322,0.09307566217103247,0.2001690828364897,0.35265333557156575
2004-04,0.11269683810482141,0.0523223092450407,0.09285497290771327,0.19984150315791024,0.3546532565040271
