time,chicago_crime,crime_bot_avg,crime_bot_pct,crime_top_avg,crime_top_pct
2002-01,0.21275459434434166,0.0876837037849526,0.08242708370662699,0.3999154155433128,0.37594056831135014
2002-02,0.21294775059398216,0.08781221016830448,0.08247301032611709,0.40012470248028137,0.37579612967425147
2002-03,0.21224695699225793,0.08741424708589907,0.08237031835428166,0.3980141491942313,0.3750481560107828
2002-04,0.21247479701461347,0.08760399537801147,0.0824605991947236,0.39832785873528653,0.37494127711334213
2002-05,0.21318801119733727,0.08772161231240198,0.08229507074035469,0.3996249329474416,0.3749037581456953
2002-06,0.21400784113831856,0.08776869417671578,0.08202381156678151,0.40129086517685625,0.37502445054570877
2002-07,0.21488544477007554,0.08737890283292284,0.0813260320413205,0.4044759752762228,0.37645730329386107
2002-08,0.2158892735460189,0.08733134314995877,0.08090382788873784,0.4057975288557781,0.37593116340657695
2002-09,0.21659387692841914,0.08736157130105647,0.08066855124434391,0.4076995957449529,0.3764645626429146
2002-10,0.21670889357419293,0.08751834221622028,0.08077042042232319,0.4079520089220194,0.3764977082330514
2002-11,0.21580726341351938,0.08733574548678481,0.08093865248588628,0.4071100142268332,0.3772903727033031
2002-12,0.21637228083925109,0.08807101525534777,0.08140692968040408,0.4070963920689836,0.376292555118395
2003-01,0.2155916651989349,0.08805845964436854,0.08169004081221187,0.40601488431149124,0.3766517448036272
2003-02,0.21517388688773265,0.0877924261157326,0.08160137587842009,0.405662400453906,0.3770554190579465
2003-03,0.21581611061936895,0.08774401925449424,0.08131368784534054,0.4076216417179774,0.3777490387980279
2003-04,0.21602000492198037,0.08748030012222464,0.08099277671419347,0.40854543996576,0.3782477832211084
2003-05,0.21577221884164532,0.08710770070172925,0.08074042262656378,0.4085837213195032,0.37871763428392213
2003-06,0.21507928500988652,0.08680752621723635,0.08072141974365044,0.40805993009017927,0.379450703559315
2003-07,0.21377744988951924,0.08612437048442774,0.08057385896308245,0.4052952105158238,0.37917489494357937
2003-08,0.212974382947058,0.08586761703116928,0.08063656843885736,0.4060163255033611,0.3812818423371511
2003-09,0.21238192058132674,0.08558531314792982,0.08059566738418011,0.4074043553487481,0.3836525766728266
2003-10,0.2126070161095518,0.08501910954608534,0.07997770826366035,0.4115265505132558,0.38712414862283295
2003-11,0.2129133237099793,0.08488838775728966,0.07973985495893221,0.4129294775036378,0.3878850513517992
2003-12,0.21200617526122423,0.08408832662726938,0.07932629936242153,0.41205443170575123,0.38871927310422616
2004-01,0.21147073657536786,0.08350033545162579,0.07897105462803966,0.4118707507000828,0.3895297830518434
2004-02,0.21254094585742808,0.08386818132720764,0.07891955217275282,0.4148304246418064,0.3903534191666519
2004-03,0.21308086462375758,0.0834807959730643,0.07835597637588765,0.41775284945791286,0.3921073346455112
2004-04,0.21232484230407492,0.08281240108459044,0.07800538098692478,0.4188645289661011,0.3945506558919152
2004-05,0.21209321092126382,0.08253005779627504,0.07782432774513748,0.41914370169378506,0.39524480757602887
2004-06,0.21197651836809636,0.0828146659643905,0.07813569786119723,0.41973530914649126,0.3960205709366569
2004-07,0.21159098041867733,0.08271969784310135,0.07818830243087205,0.4192299361682725,0.39626446773746005
2004-08,0.21068899415991404,0.08187164018860243,0.07771800374770543,0.4174663125148749,0.3962867772751488
2004-09,0.21019468754911316,0.08168366059962295,0.0777219077723238,0.41753234140124923,0.397281535770204
2004-10,0.20867058824465456,0.08154265031167918,0.07815442607184775,0.4130184592988878,0.39585689844765937
2004-11,0.20840920190915227,0.08219936503365978,0.07888266379858921,0.4131134213813948,0.3964445116597829
2004-12,0.2082212579379963,0.08238191629945654,0.07912920814644975,0.41382804184697014,0.39748875397746275
2005-01,0.20790038127710783,0.08255396156972103,0.07941684480095867,0.41360705798493674,0.39788965796425846
2005-02,0.2070530407763624,0.08205086429556642,0.07925588920395465,0.4132333302026234,0.3991569779928573
2005-03,0.20579555863588214,0.08219354240621868,0.07987883018568465,0.41092355757773247,0.39935123994078714
2005-04,0.20645584864878747,0.08308112353646356,0.08048318716104486,0.41146311792993734,0.3985967175285968
2005-05,0.20641084491589598,0.08306389253232342,0.08048403906894386,0.41143609256889885,0.3986574375358449
2005-06,0.20657889163546955,0.08264595810444302,0.08001394280910423,0.4132450205506029,0.4000844590451359
2005-07,0.2066818065587769,0.08273516828505442,0.08006042685864168,0.41492639445708,0.4015122582539279
2005-08,0.2066256336992963,0.0827804220856299,0.08012599463443226,0.41554457106033865,0.40221976685146776
2005-09,0.2061806664116324,0.08301391023862878,0.08052540685157594,0.41377763434479703,0.40137384512930485
2005-10,0.2060436672693786,0.08296497809616767,0.08053145160506237,0.41338159914061295,0.4012563012675985
2005-11,0.20547214892119534,0.08217518977544011,0.07998669426186489,0.4128002878214053,0.4018065611215528
2005-12,0.20492661626732012,0.08182326397650404,0.07985616067535928,0.4114832534368171,0.401590833764659
2006-01,0.2060556726332711,0.08273729104798032,0.08030576396237588,0.41443825761585545,0.40225852782364757
2006-02,0.2059075052817093,0.0828004204469797,0.08042486876201771,0.41393045545730034,0.40205475258513523
2006-03,0.20605569806104923,0.08291800787645694,0.08048115985794324,0.41341455500876356,0.4012648608108659
2006-04,0.2050086705928628,0.08224985040777073,0.08024036268311296,0.4120008196978872,0.4019350191447275
2006-05,0.20509481573506338,0.08172338571841439,0.07969327301181783,0.4136322492992492,0.40335709882942095
2006-06,0.20419833573729532,0.08150548673012754,0.07982972675642741,0.4129404638626506,0.4044503716170397
2006-07,0.20408526724262427,0.08168262735587054,0.08004754920281743,0.4139755588118785,0.405688822525076
