time,chicago_crime,crime_bot_avg,crime_bot_pct,crime_bot_pctile_lvl,crime_top_avg,crime_top_pct,crime_top_pctile_lvl,gini_coefficient
2002-01,0.02392741620388529,0.00733246885120734,0.07661158217761,0.009556949787959804,0.05229802964681169,0.5464237049372639,0.032478701308664135,0.41807425279837807
2002-02,0.024023949945821892,0.007326398472681462,0.07624056919453026,0.00942928465512935,0.05255352811092646,0.5468868382327181,0.03275888879506171,0.4178924189145309
2002-03,0.023987666083417642,0.007302200851337276,0.0761037028982281,0.009691452132508051,0.05241658530116765,0.5462868409007342,0.03338460045338781,0.4179416953173408
2002-04,0.024176848582806623,0.007355978387413089,0.07606428069211113,0.009639860689819113,0.052877562713891976,0.5467789002026496,0.03400754886176949,0.4193166165090608
2002-05,0.024324898288452825,0.0074209382649719725,0.07626895472461992,0.009259827499439688,0.05311140388238714,0.5458543264248656,0.03441586058703858,0.4191372905491117
2002-06,0.024288362120771127,0.007509778814481713,0.07729811892152494,0.00941658921481198,0.0529331095922055,0.5448402544498638,0.03449015401985063,0.417880657049408
2002-07,0.024256379293226504,0.007500342551663607,0.0773027835378346,0.009094753291890528,0.05287251639640917,0.5449341362663059,0.03444976790040524,0.41783474120209363
2002-08,0.024347198031599397,0.00750179852686511,0.07702938257134129,0.009016779099742201,0.053048694055832846,0.544710463058036,0.03485724927397584,0.41724110345099213
2002-09,0.02449058300447541,0.00756696077296365,0.0772435753324131,0.009044615201061878,0.05331458761244867,0.5442355904992744,0.03489276302690975,0.4166782133027252
2002-10,0.024610742460630986,0.007487135947910424,0.07605556760312449,0.008918958381122733,0.053655820935596475,0.5450447200183819,0.03470080951540839,0.4191754397123163
2002-11,0.024400572971830424,0.007440714770785178,0.07623504148217353,0.008979068538162277,0.05319964180345997,0.5450654976921754,0.034778399319779676,0.41864859947127964
2002-12,0.024372461508375482,0.007474007223689211,0.07666446843213603,0.0092206766707374,0.0529316044740119,0.5429447950489347,0.03473612396083445,0.4168846373867141
2003-01,0.024384861333931397,0.007518518372529702,0.07708182414459464,0.009563963759169479,0.05294952510653173,0.5428524318985235,0.034119650042039096,0.41679282502266113
2003-02,0.024213863753781224,0.007446502852990127,0.07688263765657066,0.009353505925837483,0.052498340583449384,0.5420277110385912,0.033766175609062074,0.41679951938459625
2003-03,0.024141541015195243,0.007314082784667463,0.07574167262213927,0.009272749612142916,0.05246546741087896,0.5433110854217631,0.033640647707198684,0.418481452775453
2003-04,0.024033111528059606,0.007242086894181027,0.07533447017176287,0.009271478733221034,0.05232397210384242,0.5442904473974595,0.03248449874284464,0.41906913308314525
2003-05,0.02393079718400972,0.007151887910612587,0.07471426730605735,0.009430477098072727,0.05219447478695206,0.5452646895297307,0.032072506960631034,0.41958981697002123
2003-06,0.02395533095309311,0.007096101753120447,0.07405555956433363,0.009694512912746861,0.0525262932269415,0.548169145834315,0.03242362097172787,0.4225757817175308
2003-07,0.023991111294877594,0.006979759300769854,0.07273276355335112,0.009591785716393136,0.05261365863128084,0.5482619998777893,0.03266828286569253,0.42421981194771996
2003-08,0.02405815828227714,0.0069223663677506694,0.07193366888821817,0.00954334047141585,0.05317374273724053,0.5525541701212837,0.03296303562597934,0.4284074541678472
2003-09,0.024095874665242233,0.006779990086524816,0.07034388853608209,0.009550576991340909,0.05360745058887348,0.5561890918427734,0.03343270946347715,0.43249743557314735
2003-10,0.024178696178224372,0.00680107684416029,0.07032096348401762,0.009338893755178206,0.053995612641035064,0.5582973978727621,0.03461413953018883,0.43272381200523347
2003-11,0.02435485932834276,0.006809764292266096,0.06990149481525942,0.00947304090874751,0.05466415517853055,0.5611216476511898,0.03485857826103892,0.434623707187734
2003-12,0.024275144864694863,0.006824352204181651,0.07028127166922504,0.009332591618357915,0.054633367412765727,0.5626471821000651,0.03427351655065345,0.43515423846078277
2004-01,0.024191837723434577,0.006733683170722368,0.06958631303358431,0.009058899673961264,0.0545617856989658,0.5638449869200297,0.03337038417104189,0.4364124101884365
2004-02,0.024363102595070726,0.006759664426324764,0.06936374790471489,0.008945149874366481,0.055143686835592357,0.5658524670699097,0.03364539397222522,0.4382674390531544
2004-03,0.024587544786798116,0.0068697189747267216,0.06984958272872477,0.009213140515428712,0.05571440738837283,0.5664901464489429,0.033767707479292246,0.43804478895589277
2004-04,0.024692405937525558,0.006873125496726767,0.06958744233061487,0.009067780473204294,0.056245662096411624,0.5694631604421132,0.033788620896778906,0.44004856002806014
2004-05,0.02477797230251684,0.006885118447319626,0.06946813850684086,0.00891369002761683,0.05672056033050652,0.5722881561695132,0.034196225208637056,0.44072831177078875
2004-06,0.024830977620832577,0.0068107380524363255,0.06857098174340792,0.0087396129037319,0.056962250233592714,0.5734998748680237,0.03422916570457153,0.44169596691234875
2004-07,0.024902917717906828,0.006909511602745787,0.06936447850222582,0.0089402133941059,0.057484886276151614,0.5770898708268251,0.0342407586898194,0.44286162622587305
2004-08,0.024893706600575258,0.006846301732461215,0.06875534690666563,0.008914326441515297,0.057604197543850544,0.5785016115530922,0.0333318041750483,0.44398322997618445
2004-09,0.025032623912476924,0.006862735295968809,0.06853791396342834,0.008950101921289243,0.05815138980244509,0.5807560366600332,0.03307883047496915,0.4458525038656897
2004-10,0.02496844584732993,0.006888787329451345,0.06897493111478559,0.008890701014872656,0.05806622173864173,0.5813960357573797,0.03403404266039207,0.4467683437950215
2004-11,0.02491261091217586,0.006871088445345043,0.06895191023501723,0.008995980780668768,0.05777328241079862,0.5797594099476978,0.034526810937510026,0.44511293643742406
